merchant_name,month,monthly_spend
"Williams, Davis and Greer",2024-11-01,2074.55
Perkins-Rowe,2024-11-01,2073.98
Walsh LLC,2024-11-01,2073.19
Hodge-Cox,2024-11-01,2072.25
Alvarado-Jackson,2024-11-01,2071.18
Wiley PLC,2024-11-01,2070.02
"Fry, Brooks and Baker",2024-11-01,2069.06
Strickland-Davis,2024-11-01,2068.35
Hogan and Sons,2024-11-01,2067.94
Jarvis-Holt,2024-11-01,2067.81
Allen-Williams,2024-11-01,2067.39
Nash Inc,2024-11-01,2064.05
Baker-Aguirre,2024-11-01,2063.8
Miller-Robinson,2024-11-01,2062.9
Thomas-James,2024-11-01,2062.86
"Hernandez, Turner and Wright",2024-11-01,2062.11
Snyder Ltd,2024-11-01,2061.43
Harris Ltd,2024-11-01,2060.6
"Watkins, Mcdaniel and Long",2024-11-01,2059.78
"Cortez, Mccullough and Craig",2024-11-01,2059.55
Rice-Perez,2024-11-01,2058.61
"Vazquez, Herrera and Chavez",2024-11-01,2058.57
Lopez-Moore,2024-11-01,2058.19
"Wall, Hamilton and Hudson",2024-11-01,2057.55
Davis-Mitchell,2024-11-01,2056.28
Ellis-Hood,2024-11-01,2056.2
Stephenson-Nixon,2024-11-01,2055.73
"Woods, Martinez and Ross",2024-11-01,2054.52
Bailey-Villanueva,2024-11-01,2053.33
Warren Ltd,2024-11-01,2052.32
"Payne, Mercer and Carroll",2024-11-01,2051.49
Briggs-Bennett,2024-11-01,2051.23
Boyd-Jordan,2024-11-01,2050.72
"Reyes, Smith and White",2024-11-01,2048.73
"Green, Lamb and Gordon",2024-11-01,2048.57
Thompson-Green,2024-11-01,2048.46
"Rodriguez, Bridges and Sanchez",2024-11-01,2048.23
"Anderson, Diaz and Diaz",2024-11-01,2048.15
Barrett-Bailey,2024-11-01,2047.81
Garza-Morton,2024-11-01,2047.34
"Lawson, Escobar and Finley",2024-11-01,2047.1
Castillo-Sullivan,2024-11-01,2046.24
"Schneider, Wood and Gonzales",2024-11-01,2045.78
"Wilson, Miles and Anderson",2024-11-01,2045.16
Solis-Berger,2024-11-01,2044.61
Cook-Schaefer,2024-11-01,2044.47
"Smith, Stevenson and Paul",2024-11-01,2044.19
Robbins-Cole,2024-11-01,2043.65
"Williams, Smith and Hicks",2024-11-01,2042.51
Blankenship-Sanchez,2024-11-01,2041.97
"Ortiz, Smith and Richmond",2024-11-01,2041.37
"Shaffer, Martinez and Hart",2024-11-01,2041.25
Kirby-Smith,2024-11-01,2040.73
Barker-Middleton,2024-11-01,2040.46
"Wright, Williamson and Cooper",2024-11-01,2040.17
"Williams, Morris and Wright",2024-11-01,2039.75
Decker Inc,2024-11-01,2039.21
Hobbs and Sons,2024-11-01,2038.03
Lambert-Bishop,2024-11-01,2036.96
"Holder, Richard and Sanchez",2024-11-01,2036.74
"Gregory, Smith and Owens",2024-11-01,2036.63
"Cunningham, Burns and Spencer",2024-11-01,2035.9
Turner-Dixon,2024-11-01,2035.49
James Inc,2024-11-01,2033.13
"Hodge, Smith and Barrett",2024-11-01,2031.39
"Acevedo, Wagner and Elliott",2024-11-01,2029.56
"Reynolds, Nguyen and Kim",2024-11-01,2029.01
"Erickson, Chapman and Johnson",2024-11-01,2028.77
Edwards PLC,2024-11-01,2028.66
"Bennett, Ingram and Howard",2024-11-01,2027.99
Ward-Kelly,2024-11-01,2027.82
King-Nguyen,2024-11-01,2025.67
Turner and Sons,2024-11-01,2025.03
"Roberson, Berry and Cook",2024-11-01,2024.67
Kline-Jensen,2024-11-01,2022.31
Le-Brewer,2024-11-01,2021.81
Petersen-Wiley,2024-11-01,2021.18
"Bass, Davis and Estes",2024-11-01,2020.96
White-Johnson,2024-11-01,2018.97
"Brown, Mendoza and Hill",2024-11-01,2018.43
Fleming Ltd,2024-11-01,2018.23
Hopkins LLC,2024-11-01,2017.94
Estrada Group,2024-11-01,2016.17
Francis-Hawkins,2024-11-01,2015.96
Jones-West,2024-11-01,2015.66
"Payne, Lopez and Esparza",2024-11-01,2014.21
"Chang, Shaw and Powell",2024-11-01,2013.8
Fernandez Ltd,2024-11-01,2011.5
"Miller, Cummings and Williams",2024-11-01,2011.35
"Bailey, Howard and Fox",2024-11-01,2009.38
"Jones, Gross and Guerra",2024-11-01,2009.36
"Rodgers, Sanford and Armstrong",2024-11-01,2008.84
Abbott-Hansen,2024-11-01,2008.65
"Jacobson, Paul and Patel",2024-11-01,2008.09
Collier-Ward,2024-11-01,2007.48
Mendoza-Oneill,2024-11-01,2006.42
Flores-Moreno,2024-11-01,2005.9
"Rice, Allen and Wall",2024-11-01,2005.83
Welch Inc,2024-11-01,2004.46
"Gilbert, Lee and Espinoza",2024-11-01,2004.12
Glass-Newman,2024-11-01,2003.91
Riggs LLC,2024-11-01,2003.45
Garcia-Cooper,2024-11-01,2003.09
"Boyd, Mendez and Harrison",2024-11-01,2002.27
"Jones, Lewis and Williams",2024-11-01,2001.27
West-Martin,2024-11-01,2001.1
Harvey PLC,2024-11-01,2001.08
Macdonald Ltd,2024-11-01,2001.08
"Wallace, Taylor and Harris",2024-11-01,2000.92
"Graham, Curtis and Mason",2024-11-01,1997.01
"Smith, Doyle and King",2024-11-01,1996.02
Carey Inc,2024-11-01,1995.29
Johnson-Nichols,2024-11-01,1993.0
"Taylor, Rodgers and Franklin",2024-11-01,1991.35
Gibson Ltd,2024-11-01,1989.64
"Washington, Holt and Mathews",2024-11-01,1989.38
Allen-Orr,2024-11-01,1989.32
"Allen, Kelly and Harris",2024-11-01,1989.16
"Gomez, Garrett and Perez",2024-11-01,1988.71
Walker Ltd,2024-11-01,1988.49
Briggs LLC,2024-11-01,1987.93
"Whitehead, Burns and Thompson",2024-11-01,1986.25
Nelson-Fox,2024-11-01,1986.03
Parker-Nguyen,2024-11-01,1985.83
"Gonzalez, Rogers and Nelson",2024-11-01,1985.45
Walters Ltd,2024-11-01,1984.0500000000002
"Jones, Mills and Cowan",2024-11-01,1982.44
Mendoza and Sons,2024-11-01,1982.28
Beard-Rangel,2024-11-01,1980.46
Frost and Sons,2024-11-01,1979.7
Thompson-Gibson,2024-11-01,1978.82
"Meyer, Carr and Jackson",2024-11-01,1978.1
"Franklin, Roman and Henry",2024-11-01,1976.92
"Perez, Roberts and Rodriguez",2024-11-01,1975.59
Hayes Group,2024-11-01,1973.91
Hutchinson-Martin,2024-11-01,1973.87
Pennington-Hernandez,2024-11-01,1972.43
"Kelley, Edwards and Cooper",2024-11-01,1971.04
"Landry, Kerr and Brandt",2024-11-01,1970.58
"Rodriguez, Kim and Merritt",2024-11-01,1968.48
"Carson, Peters and Ramirez",2024-11-01,1966.88
"Ward, Sullivan and Tate",2024-11-01,1966.61
Blake-Parker,2024-11-01,1965.35
Glenn-Johnson,2024-11-01,1964.97
Walker-Middleton,2024-11-01,1964.62
"Gonzales, Jones and Edwards",2024-11-01,1963.97
Bauer-Ryan,2024-11-01,1963.56
"Sims, Page and Jones",2024-11-01,1963.3
"Jimenez, Morgan and Hill",2024-11-01,1962.26
"Mueller, Howard and Williams",2024-11-01,1962.11
Brown-Beltran,2024-11-01,1961.8
"Woods, Costa and Edwards",2024-11-01,1960.32
"Payne, Donaldson and Christian",2024-11-01,1959.99
Snyder-Hall,2024-11-01,1959.57
Riley-Pugh,2024-11-01,1958.64
Campos-Hicks,2024-11-01,1958.33
"Pollard, Smith and Simmons",2024-11-01,1957.94
Cisneros Group,2024-11-01,1957.64
"Webster, Skinner and Stark",2024-11-01,1956.04
"Dodson, Hill and Taylor",2024-11-01,1955.38
"Kline, Ramirez and Evans",2024-11-01,1953.86
Hanson Ltd,2024-11-01,1953.68
"Patrick, Cochran and Gutierrez",2024-11-01,1953.62
Bowman-Zhang,2024-11-01,1952.03
"Coleman, Moore and Goodman",2024-11-01,1951.32
Faulkner-Mata,2024-11-01,1949.66
Bright-Carpenter,2024-11-01,1949.59
"Tate, Roberson and White",2024-11-01,1948.92
Castillo-Howard,2024-11-01,1948.72
"Beck, Taylor and Mack",2024-11-01,1948.03
Nelson-Landry,2024-11-01,1947.99
Galvan and Sons,2024-11-01,1947.74
"Mccoy, Moses and Nelson",2024-11-01,1947.57
Ruiz-Velasquez,2024-11-01,1946.32
"Sanders, Weiss and Torres",2024-11-01,1945.71
"Johnson, Beard and Spencer",2024-11-01,1944.96
"Reese, Murray and Carter",2024-11-01,1944.69
Moore-Nichols,2024-11-01,1943.26
Watkins-Gonzalez,2024-11-01,1942.72
"Solomon, Nelson and Ball",2024-11-01,1941.93
Smith-Diaz,2024-11-01,1941.62
"Owen, Le and Bailey",2024-11-01,1941.22
Hernandez-Gray,2024-11-01,1940.86
"King, Calhoun and Dean",2024-11-01,1940.82
Mitchell PLC,2024-11-01,1940.64
Pierce Inc,2024-11-01,1940.58
Sims-Jones,2024-11-01,1940.45
"Medina, Kelly and Lowe",2024-11-01,1939.91
Weaver-Romero,2024-11-01,1939.67
"Jones, Ward and King",2024-11-01,1939.13
"Everett, Webb and Webb",2024-11-01,1937.23
Weaver-Marshall,2024-11-01,1937.19
"Jarvis, Blake and Phillips",2024-11-01,1936.66
"Ellis, Boyle and Ibarra",2024-11-01,1936.32
"Simmons, Taylor and King",2024-11-01,1934.85
Riddle-Wood,2024-11-01,1934.77
Stokes Inc,2024-11-01,1933.3
"Rodriguez, Russell and Price",2024-11-01,1932.86
Lopez-Nguyen,2024-11-01,1932.76
Delgado-Anderson,2024-11-01,1932.15
Bowers-Monroe,2024-11-01,1930.44
Dunn-Vasquez,2024-11-01,1929.98
Smith-Lawrence,2024-11-01,1928.98
Osborne-Briggs,2024-11-01,1928.72
"Serrano, Baker and Oneal",2024-11-01,1928.12
"Simmons, Tran and Mcguire",2024-11-01,1927.67
Harrison-Holmes,2024-11-01,1927.33
"Peck, Everett and Wilson",2024-11-01,1927.07
Nelson PLC,2024-11-01,1926.98
"Sampson, Brady and French",2024-11-01,1926.92
Larsen Inc,2024-11-01,1926.76
Branch-Hawkins,2024-11-01,1926.69
"Beltran, Williams and Marshall",2024-11-01,1925.87
Walker-Bradley,2024-11-01,1924.75
Villa-Bowman,2024-11-01,1924.0
"Hansen, Dickerson and Ellis",2024-11-01,1923.31
Blankenship Group,2024-11-01,1922.9
"Singleton, Shaw and Phillips",2024-11-01,1922.74
"Stephens, Church and Nelson",2024-11-01,1922.45
"Greene, Smith and Roberts",2024-11-01,1921.94
"Perry, Carney and Holmes",2024-11-01,1920.88
"Lopez, Stokes and Vincent",2024-11-01,1920.53
"Harmon, Fitzgerald and Smith",2024-11-01,1918.35
Owens-Harris,2024-11-01,1918.16
Hall-Perkins,2024-11-01,1917.17
Ward-Manning,2024-11-01,1916.08
Phelps Group,2024-11-01,1916.01
"Sharp, Sherman and Wells",2024-11-01,1915.97
"Jones, Ashley and Massey",2024-11-01,1913.41
Thomas PLC,2024-11-01,1910.8000000000002
Thompson-Brown,2024-11-01,1910.69
Larson Inc,2024-11-01,1910.62
"Walters, Lewis and Hurley",2024-11-01,1908.93
Hopkins-Cook,2024-11-01,1906.33
"Torres, Gallagher and Johnson",2024-11-01,1905.59
Wright-Lee,2024-11-01,1905.3
Miles Group,2024-11-01,1905.21
"Anderson, Martinez and Benitez",2024-11-01,1904.97
Cruz-Johnson,2024-11-01,1904.73
"Trevino, Kelley and Walker",2024-11-01,1903.92
Combs-Glenn,2024-11-01,1903.65
"Woods, Ortiz and Nelson",2024-11-01,1903.04
Garrett Group,2024-11-01,1902.04
Lowe-Sanchez,2024-11-01,1901.88
"Mathews, Perkins and Young",2024-11-01,1899.19
Tran-Miles,2024-11-01,1898.96
Barker and Sons,2024-11-01,1898.88
Freeman Ltd,2024-11-01,1898.63
"Harper, Bryant and Johns",2024-11-01,1898.37
"Davis, Medina and Hill",2024-11-01,1898.17
Sanders Inc,2024-11-01,1898.1200000000001
"Obrien, Nelson and Smith",2024-11-01,1893.16
Brown-Hampton,2024-11-01,1893.11
"Thornton, Mendoza and Carroll",2024-11-01,1892.97
"Smith, Stevens and Carter",2024-11-01,1892.52
"Jennings, Walker and Davis",2024-11-01,1892.22
Bridges Ltd,2024-11-01,1892.18
Harvey-Brown,2024-11-01,1891.63
Chapman Group,2024-11-01,1889.62
"Price, Ellison and Brown",2024-11-01,1889.61
"Richardson, Thomas and Rodriguez",2024-11-01,1888.42
"Walker, Watson and Preston",2024-11-01,1887.67
Delgado Inc,2024-11-01,1887.18
Campbell-Reynolds,2024-11-01,1885.32
Valentine-Vaughan,2024-11-01,1885.11
"Harris, Ray and Martin",2024-11-01,1884.97
Charles-Roy,2024-11-01,1881.5
"Ramirez, Morrow and Lawrence",2024-11-01,1881.31
"Butler, Harvey and Rogers",2024-11-01,1881.08
"Anderson, Gonzalez and Wright",2024-11-01,1880.4
"Schneider, Mathis and Gomez",2024-11-01,1877.16
Bridges-Shannon,2024-11-01,1876.66
Davis-Marquez,2024-11-01,1876.4
"Singh, Rodriguez and Flores",2024-11-01,1875.14
Black Group,2024-11-01,1874.16
"Gillespie, Quinn and Mclaughlin",2024-11-01,1874.03
Beck-Mcclain,2024-11-01,1873.53
Petersen Group,2024-11-01,1872.97
"Gilbert, Wright and Williamson",2024-11-01,1872.04
"Alexander, Hansen and Lambert",2024-11-01,1871.52
White-Steele,2024-11-01,1870.52
"Price, Rose and Smith",2024-11-01,1870.48
Williams-Cole,2024-11-01,1869.12
"Avila, Moreno and Hobbs",2024-11-01,1868.61
Smith-Carson,2024-11-01,1868.53
"Johnson, Kim and Smith",2024-11-01,1866.99
"Miller, Frederick and Stout",2024-11-01,1866.87
Stephens-Chandler,2024-11-01,1864.29
Hunt-Sandoval,2024-11-01,1862.8
Sims-Gordon,2024-11-01,1862.61
Garcia-Glover,2024-11-01,1862.02
"Johnson, Sanders and Chavez",2024-11-01,1860.86
"Harper, Benton and Harris",2024-11-01,1860.78
Baker-Torres,2024-11-01,1858.67
Smith-Wise,2024-11-01,1857.89
Simpson-Morales,2024-11-01,1857.27
Allen-Lopez,2024-11-01,1857.04
"Lewis, Smith and Johnson",2024-11-01,1856.08
Myers-Cooper,2024-11-01,1855.99
Bolton and Sons,2024-11-01,1855.61
"Li, Mosley and Chen",2024-11-01,1855.06
Lee Ltd,2024-11-01,1855.04
"Kent, Bell and Burke",2024-11-01,1853.93
Heath-Long,2024-11-01,1853.54
Williams-Ray,2024-11-01,1853.16
Coleman-Acosta,2024-11-01,1852.89
"Harris, Bennett and Castillo",2024-11-01,1852.54
Wolfe-Norris,2024-11-01,1851.51
Williams-Trevino,2024-11-01,1849.91
Buchanan Ltd,2024-11-01,1849.79
Maddox Group,2024-11-01,1849.55
Patrick-Steele,2024-11-01,1849.13
"Romero, Garcia and Wilcox",2024-11-01,1847.18
Smith-Weaver,2024-11-01,1847.04
Smith-Johnson,2024-11-01,1847.03
Coleman PLC,2024-11-01,1846.79
"Wright, Townsend and Thompson",2024-11-01,1846.4
Rush-Parker,2024-11-01,1844.64
Martin-Duncan,2024-11-01,1843.23
Kelly-Schmidt,2024-11-01,1843.01
"Lowe, Nelson and Campos",2024-11-01,1840.82
"Krueger, Long and Olson",2024-11-01,1839.25
Beasley-Madden,2024-11-01,1839.15
Robinson-Jones,2024-11-01,1838.93
Davis-Rodriguez,2024-11-01,1838.74
Chang and Sons,2024-11-01,1837.72
Ramos-Woods,2024-11-01,1836.36
Lopez Ltd,2024-11-01,1836.33
Morgan LLC,2024-11-01,1836.21
Ross-Johnson,2024-11-01,1834.04
"Brown, Hinton and Randall",2024-11-01,1833.94
"Vargas, Pierce and Martinez",2024-11-01,1833.26
Johnson-Powers,2024-11-01,1832.6
"Wagner, Gordon and Williams",2024-11-01,1831.45
Alvarez-Wiley,2024-11-01,1830.86
Barber-Woods,2024-11-01,1830.3
"White, Jones and Neal",2024-11-01,1829.69
"Armstrong, Boyle and Baxter",2024-11-01,1829.08
Price PLC,2024-11-01,1829.0
Rodriguez-Bryan,2024-11-01,1828.79
Gamble-Henry,2024-11-01,1827.82
"Brown, Galloway and Fowler",2024-11-01,1826.71
Sullivan-Clarke,2024-11-01,1826.51
"Tucker, Adams and Byrd",2024-11-01,1825.85
Cross Inc,2024-11-01,1825.16
"Gomez, Tapia and Morris",2024-11-01,1824.76
Roberts Ltd,2024-11-01,1823.88
"Jordan, Padilla and Conner",2024-11-01,1820.75
Robinson LLC,2024-11-01,1818.46
Swanson-Tyler,2024-11-01,1817.7
"Lowery, Brown and Vasquez",2024-11-01,1817.57
Patrick Group,2024-11-01,1817.35
"Jimenez, Garcia and Carpenter",2024-11-01,1817.32
Craig-Peterson,2024-11-01,1816.8
"Ochoa, Rich and Thomas",2024-11-01,1815.75
Jackson-Acevedo,2024-11-01,1815.62
Johnson-Kramer,2024-11-01,1814.14
Carr-Patel,2024-11-01,1813.94
Hood-Stanley,2024-11-01,1812.96
Barton-King,2024-11-01,1812.46
Douglas-Clark,2024-11-01,1812.12
Evans-Garza,2024-11-01,1810.45
"Gibson, Rodriguez and Lopez",2024-11-01,1808.79
Nichols-White,2024-11-01,1807.36
"Hopkins, Miller and Cherry",2024-11-01,1804.44
Turner-Wright,2024-11-01,1804.14
"Walker, Martin and Rios",2024-11-01,1803.41
Johnston-Tanner,2024-11-01,1803.13
"Allen, Perez and Davis",2024-11-01,1803.05
Little-Smith,2024-11-01,1802.55
Evans-Martinez,2024-11-01,1801.53
"Glenn, Leonard and Diaz",2024-11-01,1800.54
"King, Castro and Meza",2024-11-01,1799.42
Turner Inc,2024-11-01,1796.69
"Fitzpatrick, Moore and Preston",2024-11-01,1796.69
Franco Ltd,2024-11-01,1795.91
Miller-Wood,2024-11-01,1795.3
"Ward, Martinez and Green",2024-11-01,1795.12
Kim-Davis,2024-11-01,1794.14
Reilly-Larson,2024-11-01,1793.79
Maddox and Sons,2024-11-01,1792.21
Miller-Myers,2024-11-01,1792.15
"Bradley, Peters and Torres",2024-11-01,1791.68
Tucker LLC,2024-11-01,1791.38
"Castro, Duncan and Diaz",2024-11-01,1790.67
Brown-Porter,2024-11-01,1789.56
Craig Ltd,2024-11-01,1789.12
"Oliver, Hood and Warren",2024-11-01,1786.26
Price-Little,2024-11-01,1784.44
"Anderson, Gonzalez and Martin",2024-11-01,1784.05
"Martin, Sellers and Mccarthy",2024-11-01,1783.93
Knox-Cunningham,2024-11-01,1783.52
Robbins-Johnson,2024-11-01,1780.71
"Roberson, Hull and Mcdaniel",2024-11-01,1778.41
"Rush, Smith and Nguyen",2024-11-01,1777.34
"Williams, Barber and Skinner",2024-11-01,1777.12
Reilly PLC,2024-11-01,1774.95
Collins-Leonard,2024-11-01,1773.11
Foster-Gardner,2024-11-01,1772.99
"Harmon, Blevins and West",2024-11-01,1772.92
"Bishop, Hill and Day",2024-11-01,1772.37
Hunter Ltd,2024-11-01,1772.22
"Hahn, Carter and Mitchell",2024-11-01,1771.94
Rose-Alvarez,2024-11-01,1771.18
"Kim, Hatfield and Gibson",2024-11-01,1771.06
"Velez, Chavez and Snyder",2024-11-01,1769.36
Shelton-Chavez,2024-11-01,1767.92
"Carr, Henderson and Bright",2024-11-01,1767.75
Gonzales-Smith,2024-11-01,1767.42
"Gordon, Smith and Montoya",2024-11-01,1765.56
"Gibbs, Bird and Benton",2024-11-01,1764.62
"Alvarez, Cabrera and Nelson",2024-11-01,1763.94
"Jones, Melton and Dunn",2024-11-01,1762.91
Kramer LLC,2024-11-01,1762.79
Bryant-Miller,2024-11-01,1762.7199999999998
"Young, Butler and Gray",2024-11-01,1762.32
Wood Group,2024-11-01,1761.33
Myers Group,2024-11-01,1761.29
Powell-Holmes,2024-11-01,1761.14
"Nelson, Wilson and Garcia",2024-11-01,1759.25
Luna LLC,2024-11-01,1758.43
"Pratt, Hogan and Price",2024-11-01,1757.58
"Martin, Brewer and Young",2024-11-01,1757.43
"Mccoy, Case and Patrick",2024-11-01,1756.21
"Hawkins, Mora and Harris",2024-11-01,1755.7
"Moreno, Henry and Nelson",2024-11-01,1755.01
Vargas LLC,2024-11-01,1754.74
Crawford-Ayala,2024-11-01,1750.8
Jacobs-Vaughan,2024-11-01,1750.52
Valdez-Silva,2024-11-01,1749.76
Diaz and Sons,2024-11-01,1748.81
Burnett-Marshall,2024-11-01,1748.48
Davis-Chapman,2024-11-01,1748.3
Walker-Phillips,2024-11-01,1748.02
"Collins, Harding and Weaver",2024-11-01,1747.77
Pitts-Wright,2024-11-01,1747.73
"Lopez, Moore and Allison",2024-11-01,1746.93
"Stewart, Thompson and Hopkins",2024-11-01,1746.93
Gillespie-Obrien,2024-11-01,1745.01
"Ray, Flynn and Huffman",2024-11-01,1744.26
Pierce-Cannon,2024-11-01,1744.13
Jackson-Moore,2024-11-01,1743.92
Mendez-Knight,2024-11-01,1743.86
Greene-Clark,2024-11-01,1743.48
Callahan Group,2024-11-01,1742.92
Ross Group,2024-11-01,1742.71
"Ruiz, Collins and Clay",2024-11-01,1742.3
Castro-Warren,2024-11-01,1741.54
Weber-Powell,2024-11-01,1741.41
Gates-Hughes,2024-11-01,1741.24
Mason-Taylor,2024-11-01,1740.98
"Smith, Ortega and Bowen",2024-11-01,1740.32
Simpson-Greer,2024-11-01,1739.35
Mcfarland-Banks,2024-11-01,1739.24
Cline PLC,2024-11-01,1737.86
Ellis Group,2024-11-01,1737.82
"Morales, Parker and Camacho",2024-11-01,1737.36
"Fernandez, Richard and Morrow",2024-11-01,1736.45
Barker-Rodriguez,2024-11-01,1736.26
"Castillo, Shaw and Murillo",2024-11-01,1736.23
Phillips-Russell,2024-11-01,1735.77
Buchanan and Sons,2024-11-01,1735.38
Wright Inc,2024-11-01,1735.17
"Cooley, Chambers and James",2024-11-01,1735.15
Ferguson-Davis,2024-11-01,1734.43
"Reese, Allison and Cruz",2024-11-01,1733.73
"Miller, Anderson and Smith",2024-11-01,1733.53
"Miller, Owens and Underwood",2024-11-01,1732.8
Paul Group,2024-11-01,1731.87
Long-Gray,2024-11-01,1729.1
Richards-Aguilar,2024-11-01,1729.1
Alexander-Mason,2024-11-01,1728.89
Chandler and Sons,2024-11-01,1727.17
"Schneider, Robinson and Sullivan",2024-11-01,1726.85
Stephenson Ltd,2024-11-01,1726.2
"Sanchez, Summers and Santiago",2024-11-01,1725.75
Smith-Garcia,2024-11-01,1724.06
Hayes-Wyatt,2024-11-01,1723.36
Martinez-Baker,2024-11-01,1723.03
Lee-Fletcher,2024-11-01,1721.88
"White, Scott and Dennis",2024-11-01,1721.45
"Wilson, Merritt and Maynard",2024-11-01,1720.98
Mcneil PLC,2024-11-01,1720.27
James-Williams,2024-11-01,1720.08
Smith-Barker,2024-11-01,1719.76
"Campos, Arellano and Brown",2024-11-01,1719.13
Ortiz Inc,2024-11-01,1718.23
"Frazier, Schwartz and Sharp",2024-11-01,1717.92
"Sheppard, Reynolds and Miller",2024-11-01,1717.03
Smith-Carlson,2024-11-01,1715.49
"Lopez, Goodwin and Leblanc",2024-11-01,1714.87
"Moreno, Parrish and Ramos",2024-11-01,1714.24
Wise-Conley,2024-11-01,1712.99
Hanson-Scott,2024-11-01,1712.19
Coleman Inc,2024-11-01,1712.08
Mason-Brown,2024-11-01,1711.14
Schaefer-Pennington,2024-11-01,1709.67
Bird-Khan,2024-11-01,1708.98
"White, Romero and Casey",2024-11-01,1708.04
Wang-Norris,2024-11-01,1706.87
Lester Ltd,2024-11-01,1706.85
"Murphy, Williams and Bautista",2024-11-01,1706.24
Brandt Inc,2024-11-01,1705.84
Morgan PLC,2024-11-01,1704.72
"White, Hernandez and Chandler",2024-11-01,1704.39
Taylor-Casey,2024-11-01,1703.97
"Reed, Thompson and Henry",2024-11-01,1702.83
Stewart-Williams,2024-11-01,1702.59
Thomas-Sanchez,2024-11-01,1701.47
Espinoza-Jackson,2024-11-01,1698.95
"Sanders, Gibson and Turner",2024-11-01,1696.45
"Barrett, Smith and Cole",2024-11-01,1695.68
"Marshall, Stewart and Knight",2024-11-01,1695.25
Spencer-Nelson,2024-11-01,1694.75
Mann-Taylor,2024-11-01,1694.62
"Hunt, Hopkins and Gonzales",2024-11-01,1694.11
Chambers-Cole,2024-11-01,1693.99
"Mcdonald, Wilson and Murillo",2024-11-01,1693.23
Coleman-Donaldson,2024-11-01,1692.79
"Murillo, Griffin and Wood",2024-11-01,1691.96
"Wright, Miller and Wise",2024-11-01,1691.28
Taylor-James,2024-11-01,1690.36
Waters-Montgomery,2024-11-01,1690.22
"Wolfe, Price and Oconnell",2024-11-01,1689.78
Buchanan-Maynard,2024-11-01,1689.55
Rush-Hurley,2024-11-01,1689.44
Perez-Fox,2024-11-01,1688.54
Lang-Vance,2024-11-01,1688.05
Stewart-Shields,2024-11-01,1687.11
"Williams, Richardson and Lynch",2024-11-01,1686.51
"Mcdowell, Harper and Young",2024-11-01,1686.44
Beard Inc,2024-11-01,1685.26
"Hawkins, Brady and Young",2024-11-01,1685.06
Stone-Bell,2024-11-01,1683.4
"Phillips, Krause and Frey",2024-11-01,1682.2
"Jackson, Frost and Day",2024-11-01,1681.88
Edwards-Walls,2024-11-01,1679.95
Rios-Alvarez,2024-11-01,1679.68
Stone-Acevedo,2024-11-01,1678.05
Rose-Matthews,2024-11-01,1677.22
"Brown, Walsh and Ryan",2024-11-01,1676.95
"Spencer, Potter and Fields",2024-11-01,1676.6
"Mccoy, Cox and Hoffman",2024-11-01,1675.43
Hamilton Inc,2024-11-01,1674.9
"Guzman, Calderon and Snyder",2024-11-01,1672.31
Edwards-Larsen,2024-11-01,1671.64
"Stout, Ortiz and Aguirre",2024-11-01,1671.5
"Pace, Morris and Vaughn",2024-11-01,1670.27
Farmer Group,2024-11-01,1669.1
"Soto, Perez and Mata",2024-11-01,1669.08
Johnson-Roberson,2024-11-01,1667.76
"Medina, Hamilton and Nelson",2024-11-01,1667.65
"Gross, Brown and Reese",2024-11-01,1667.36
"Beard, Moreno and Morrison",2024-11-01,1667.17
Grant-Wilson,2024-11-01,1666.86
Wood-Bailey,2024-11-01,1662.95
Vasquez-Brown,2024-11-01,1662.58
"Dickerson, Walters and Brown",2024-11-01,1657.29
"Simmons, Dixon and Wyatt",2024-11-01,1656.18
"Fletcher, Nichols and Moreno",2024-11-01,1655.96
Hood LLC,2024-11-01,1655.5
"Gillespie, Clements and Richardson",2024-11-01,1654.87
"Lamb, Bell and Reilly",2024-11-01,1653.81
Diaz-Brooks,2024-11-01,1653.67
Wallace-Young,2024-11-01,1653.14
Kim-Stevenson,2024-11-01,1651.86
Mitchell-Santiago,2024-11-01,1650.74
"Patrick, Rivas and Stewart",2024-11-01,1649.62
"Pacheco, Jones and James",2024-11-01,1646.81
