merchant_name,avg_txn_value
Jones-Anderson,4716.3
"Powell, Barker and White",4716.26
Todd-Nelson,4716.14
Reyes-Schultz,4716.1
"Vincent, Zhang and Thomas",4716.0
Contreras-White,4715.96
Miller-Schmidt,4715.91
"Thomas, Young and Nicholson",4715.9
"Salas, Waller and Washington",4715.8
"Herrera, Ferguson and Johnson",4715.67
"Floyd, Morgan and Hall",4715.48
"Gonzalez, Ritter and Beck",4715.42
Brown-Malone,4715.31
"Chang, Ford and Patterson",4715.26
Wilson-Anderson,4715.24
West-Lawson,4715.18
"Hall, Mitchell and Johnson",4715.13
Rodriguez-Case,4715.09
"Nolan, Wilson and Wells",4715.03
Novak-Morales,4714.98
Reyes-Chan,4714.86
Hancock-Willis,4714.78
Paul-Moore,4714.75
"Wall, Flores and Morse",4714.63
"Benton, Howard and Chen",4714.63
"Clark, Potter and Thompson",4714.6
"Moore, Mcfarland and Hall",4714.57
"Harris, Todd and Martinez",4714.54
Williams-Fernandez,4714.48
Wu-Taylor,4714.48
"Werner, Mccall and Huber",4714.42
"Williams, Walsh and Perez",4714.35
Craig-Figueroa,4714.33
Walker-Sheppard,4714.17
"Herrera, Long and Smith",4714.08
"Trevino, Peterson and Ramos",4713.96
"Romero, Contreras and Knapp",4713.84
Cowan-Alvarado,4713.77
"Wilson, Wilson and Nunez",4713.73
"Palmer, Nelson and Michael",4713.58
"Wilson, Brown and Sanders",4713.52
Ramirez-West,4713.46
Wise-Burke,4713.46
Calderon-Barrett,4713.42
"Hodge, Miller and Hayes",4713.34
Dalton-Clark,4713.29
"Andrews, Harris and Lynch",4713.26
"Bond, Shaffer and Miller",4712.99
"Sims, Carlson and Thomas",4712.99
"Cline, Carlson and Price",4712.81
"Rhodes, Daniel and Camacho",4712.77
Richards-Villa,4712.72
Morrison-King,4712.6
Maldonado-Le,4712.57
"Nelson, Phillips and Hernandez",4712.5
"Myers, Mcguire and Espinoza",4712.49
Griffin-Hardy,4712.49
Peterson-Booth,4712.35
Armstrong-Weeks,4712.34
Smith-Paul,4712.28
Lawson-Flynn,4712.26
"Callahan, Allen and Austin",4712.24
"Brown, Browning and Elliott",4712.11
"Stein, Jackson and Williams",4711.99
"Anderson, Wright and Lee",4711.95
"Brown, Porter and Brown",4711.85
"Ross, Barber and Fox",4711.67
"Hart, Wilson and Perry",4711.53
Richards-Klein,4711.53
Gonzalez-Dillon,4711.39
"Ibarra, Gay and Gutierrez",4711.26
"Newton, Sullivan and Day",4711.17
"Merritt, Miller and Gilbert",4711.1
"Stewart, Hill and Gamble",4710.79
Clark-Peterson,4710.78
"Chen, Adams and Stephens",4710.75
"Gill, Mccoy and Hayden",4710.52
"Smith, Myers and Brown",4710.52
Cook-Olsen,4710.52
Larsen-Martinez,4710.48
Wolf-Garrett,4710.45
Rodriguez-Phelps,4710.36
"Craig, Hunt and Weiss",4710.28
Lopez-Oconnor,4710.23
Jimenez-Nelson,4710.21
"Golden, Cruz and Lester",4710.17
"Golden, Anderson and Edwards",4709.98
Stout-Adams,4709.94
"Rivera, Patterson and Macias",4709.89
Pacheco-Watson,4709.63
"Day, Bennett and Miller",4709.57
Roberson-Johnson,4709.57
"Mcgee, Ward and Parsons",4709.54
Davis-Ross,4709.32
"Miller, Watson and Cook",4709.11
"Mccoy, Vargas and James",4708.99
"Schmitt, Ruiz and Foster",4708.9
"Maldonado, Rodriguez and Moore",4708.83
Martin-Jenkins,4708.719999999999
Harding-Cole,4708.68
Hamilton-Holmes,4708.67
James-Ball,4708.67
"Wright, Bauer and Stevens",4708.55
"Berg, Downs and Mercado",4708.34
Heath and Sons,4708.34
"Jensen, Washington and Chavez",4708.31
"Nunez, Small and Baker",4708.29
"Johnston, Petersen and Ward",4708.25
Woods-Snyder,4708.16
"Mitchell, Taylor and Gonzales",4708.05
"Davis, Martin and Ortiz",4708.0
Rivera-Keith,4708.0
"Fitzgerald, Lam and Johnson",4707.91
"Miller, Moore and Hubbard",4707.88
"Hendricks, Stanley and Mcclain",4707.82
"Hayden, Gray and Jones",4707.82
"Coleman, Hudson and Martinez",4707.69
"Warren, Roberts and Kennedy",4707.66
"Estrada, Lee and Sanchez",4707.46
Clayton-Williams,4707.37
"Baldwin, Hawkins and Woods",4707.34
"Chen, Campbell and Garrett",4707.32
"Garner, Buck and Burch",4707.3
Hampton-Davis,4707.29
Collins-Conner,4707.21
"Dawson, Riggs and Prince",4707.18
"Hahn, Carroll and Farmer",4707.17
Weber-Perez,4707.07
"Scott, Shaw and Ramos",4707.02
Yang-Bush,4707.02
Cooper-Taylor,4706.99
Blair-Moreno,4706.97
"Harper, Gray and Smith",4706.91
Ruiz-Lee,4706.9
White-Rogers,4706.66
Sheppard-Gonzalez,4706.53
"Morrison, Fitzpatrick and Williams",4706.51
Dickson-Kirk,4706.34
Olsen-Gregory,4706.23
"Love, Cox and Booth",4706.15
Morris-Pratt,4706.12
White-Glenn,4706.05
Hobbs-Clark,4705.99
Moore-Rocha,4705.92
"Robertson, Ramirez and Fitzgerald",4705.87
"White, Bautista and Fuller",4705.86
Singh-Walker,4705.84
"Rhodes, Smith and Wilson",4705.76
"Moreno, Vargas and Gordon",4705.73
Nolan-Hernandez,4705.73
"Morris, White and Graves",4705.64
"Marks, Ibarra and Townsend",4705.5
"Miller, Fernandez and Bates",4705.38
Baxter-Wagner,4705.34
"Snyder, Holloway and Carlson",4705.32
Frazier-Macdonald,4705.16
"Bell, Flowers and Leach",4705.13
Thomas-Ballard,4705.01
"Hess, Gonzalez and Mendez",4704.93
Lopez-Nelson,4704.9
"Valdez, Hudson and Roach",4704.81
"Edwards, Dorsey and Hart",4704.76
"Smith, Reyes and Bailey",4704.61
"Fisher, Garcia and Morgan",4704.36
"Anderson, Arellano and Roy",4704.35
Campbell-Bush,4704.33
Thompson-Moran,4704.15
"Lopez, Stevens and Wilson",4704.03
"Aguilar, Hernandez and Marks",4704.01
Nelson-Moore,4703.89
Hamilton-Jones,4703.86
"Joseph, Lopez and Bowman",4703.75
Baker-Kelley,4703.74
"Wilson, Hanson and Kim",4703.39
Miller-Drake,4703.34
"Smith, Wolfe and Maynard",4703.3
"Perez, Mosley and Evans",4703.23
"Johnson, Brooks and Morgan",4703.14
Benton-Willis,4703.12
"Brooks, Stevenson and Alvarez",4703.07
Gonzales-Mays,4703.05
"Lee, Coleman and Johnson",4702.99
Miller-Edwards,4702.94
Miller-Pierce,4702.88
"Jones, Erickson and Brown",4702.83
Flynn-Bernard,4702.83
Palmer-Salazar,4702.79
"Wade, Miller and Thornton",4702.66
"Vazquez, Rodgers and Taylor",4702.63
"Murphy, Wheeler and Clark",4702.6
"Howard, Barnes and Goodman",4702.57
Dixon-Gomez,4702.57
"Novak, Williams and Hanson",4702.51
Robertson-Cook,4702.35
Merritt-Forbes,4702.31
"Reyes, Moody and Delgado",4702.29
Weber-Smith,4702.23
"Green, Castro and Duarte",4702.2
"Roberts, Calhoun and Morris",4702.03
Franco-Hancock,4701.98
"Hawkins, Wright and Richardson",4701.77
Hendrix-Reynolds,4701.77
"Brady, Harvey and Rodriguez",4701.61
"Lane, Gates and Boyd",4701.57
"Owens, Holden and Mcmillan",4701.49
Collins-Douglas,4701.45
Dyer-Hernandez,4701.41
"Nguyen, Stewart and Harvey",4701.21
Patrick-Horton,4701.15
"Golden, Jones and Davidson",4701.06
Miles-Moss,4701.03
"Buchanan, Eaton and Garcia",4701.01
Chen-Mcclure,4700.98
Allen-Rowe,4700.85
Anderson-Copeland,4700.72
Jimenez-Jarvis,4700.44
"Graham, Perez and Lawrence",4700.35
Burton and Sons,4700.3
"Norman, Ross and Allen",4700.25
"Lopez, Morgan and Riley",4700.19
Archer Group,4700.02
"Brewer, Maxwell and Morton",4699.84
Maldonado-Berg,4699.79
Valdez-Santiago,4699.62
Kelley-Shaw,4699.52
Bray-Maldonado,4699.38
"Norman, Cameron and Townsend",4699.26
Gonzales-Holmes,4699.23
"Cox, Knight and Ramirez",4699.21
"Yates, Garrison and Duffy",4699.16
Morales-Pollard,4699.15
Gonzales-Hernandez,4699.12
Horn-Young,4699.03
"Gutierrez, Alexander and Brown",4698.85
Kennedy-Krause,4698.63
"Campbell, Richards and Mayer",4698.6
"Barnes, Barnes and Collier",4698.44
Pham-Walker,4698.37
Wagner-Lawrence,4698.23
"Robinson, Brown and Anderson",4698.21
Kaufman-Ramirez,4698.17
"Tucker, Hughes and Shaw",4698.1
Johnson-Lopez,4698.0975
"Cruz, Robinson and Ford",4698.03
Vazquez-Mason,4697.95
Buck-Hall,4697.95
Cervantes-Berg,4697.9
"Massey, Shea and Jackson",4697.86
Owens-Boyd,4697.54
Fischer-Luna,4697.48
Malone-Harris,4697.48
Mullins-Atkins,4697.46
Kim-Gregory,4697.42
Flores-French,4697.41
"Vargas, Sharp and Horn",4697.35
"Duran, Ashley and Copeland",4697.24
Gray-Wang,4697.24
Austin-Banks,4697.15
"Lopez, Bradley and Hernandez",4697.03
Harper-Miller,4696.98
"Anderson, Smith and Lewis",4696.93
Mullen-Mack,4696.87
Obrien-Potter,4696.71
Klein-Evans,4696.7
Velasquez-Fox,4696.67
"Myers, Herrera and Rodriguez",4696.61
"Pacheco, Stokes and Rodriguez",4696.54
Lester-Lynch,4696.22
Valdez-Brooks,4695.98
"Dickerson, Miles and Mullins",4695.92
Brooks-Pratt,4695.88
"Wilkerson, Hunt and Newman",4695.8
Burnett-Erickson,4695.73
Ortiz-Jenkins,4695.62
"Dominguez, Parker and Smith",4695.58
"Smith, Wright and Smith",4695.54
"Hubbard, Evans and Cruz",4695.54
"West, Mata and Kelly",4695.49
Hamilton-Wagner,4695.32
Montes-Martin,4695.17
"Watkins, Montgomery and Perez",4695.01
"Park, Baker and Whitaker",4694.99
Hawkins-Moore,4694.725
Harrington-Harmon,4694.71
"Adams, Combs and Bautista",4694.68
Frazier-Li,4694.63
Pratt-Townsend,4694.58
"Wiggins, Peters and Carter",4694.53
Contreras-Mcdonald,4694.36
"Carter, Williams and Wilson",4694.33
"Odom, Taylor and Charles",4694.32
"Brooks, Howard and Olson",4694.29
Douglas-Jimenez,4694.12
"Harris, Munoz and Frye",4694.05
Jimenez-Ramirez,4693.89
"Bishop, Bowman and Gutierrez",4693.78
"Mendoza, Dean and Lee",4693.71
"Olson, Owens and Green",4693.64
"Odonnell, Preston and Griffin",4693.46
Stein-Mcgee,4693.44
"Myers, Hernandez and Alvarez",4693.43
Miller-Levy,4693.39
"Williams, Stanton and Contreras",4693.27
"English, Henderson and Smith",4693.04
Meyer-Burnett,4692.95
"Hawkins, Garcia and Williams",4692.94
"Sosa, Thomas and Johns",4692.94
Bass-Trevino,4692.88
"Lewis, Gibson and Anderson",4692.87
"Mcpherson, Marks and Le",4692.87
Barnes-Martinez,4692.65
"Hawkins, Henderson and Snow",4692.64
"Stein, Rangel and Terrell",4692.64
"Tapia, Meyer and Mckay",4692.47
"Huff, Schmitt and Hill",4692.4
Morris-Chen,4692.23
"Rogers, Curry and Wagner",4692.11
Gonzalez-Trujillo,4691.9
"Nielsen, Fitzpatrick and Mills",4691.82
Tapia-Robles,4691.78
Werner-Gallagher,4691.75
"Carter, Underwood and Contreras",4691.73
Kelley-Lewis,4691.66
"Allen, Sellers and Martin",4691.54
"Garcia, Ford and Beard",4691.52
"Franco, Green and Buchanan",4691.39
Holt-Sweeney,4691.36
"Brooks, Martin and Torres",4691.34
"Carter, Mejia and Gibson",4691.27
Goodwin-Ramsey,4691.25
Butler-Hubbard,4691.24
"Thomas, Coleman and Stevens",4691.23
Walker-Zhang,4691.16
Ward-Dodson,4691.05
"Gay, Mcintyre and Smith",4691.01
George-Kelly,4691.0
Gregory-Parker,4690.98
"Wright, Rosales and Hendrix",4690.85
"Harrison, Myers and Molina",4690.78
Carroll-Mosley,4690.78
"Williams, Saunders and Howard",4690.6
"Lawson, Richardson and Lewis",4690.49
"Alvarez, Allen and Hammond",4690.46
Nelson-Brown,4690.4
"Pena, Roberts and Thomas",4690.23
Jenkins-Mcguire,4690.1
Cantu PLC,4690.09
"Perez, Lindsey and Holmes",4689.99
"Nunez, Fernandez and Powers",4689.95
Zimmerman-Bush,4689.88
Robinson-Cooper,4689.79
"Cunningham, Adams and Aguilar",4689.78
Russell-Moreno,4689.64
Carter-Ritter,4689.62
Schwartz-Wong,4689.51
"Lynn, Flores and Henderson",4689.42
Hunt-Howe,4689.27
"Alvarez, Cunningham and Gomez",4689.19
"Mccall, Garrett and Kerr",4689.16
"Morris, Davis and Baker",4689.15
Gill-Tapia,4689.09
"Brown, Bradley and Ross",4689.07
"Smith, Powell and Davidson",4689.0
"Foster, Davenport and Kent",4688.98
"Savage, Austin and Carr",4688.94
"Miller, Ortega and Spencer",4688.88
"Taylor, Matthews and Foley",4688.83
Oliver-Thomas,4688.82
Booth-Mercado,4688.81
Hammond-Morales,4688.81
"Farmer, Knight and Sandoval",4688.68
"Chapman, Esparza and Harris",4688.54
"Rodriguez, Harris and Allen",4688.5
Green-Wood,4688.44
Knox-Gamble,4688.3
Cummings-Miller,4688.17
Cooper-Wilson,4688.15
"Green, Odonnell and Ellis",4688.14
Zimmerman-Chen,4687.86
"Ramsey, Shaw and Olsen",4687.77
"Buchanan, Vargas and Hunt",4687.62
Dixon-Russell,4687.56
"Scott, Warner and Molina",4687.46
"Hill, Wilson and Arroyo",4687.43
"Dudley, Turner and Mitchell",4687.36
Shaw-Jennings,4687.27
"Carter, Horne and Ramirez",4686.87
Foster-Long,4686.87
Hutchinson and Sons,4686.8
Hendricks-Williams,4686.74
Norman-Wood,4686.44
"Jones, Sanchez and Figueroa",4686.32
Buck-Cruz,4686.3
Steele-Lopez,4686.25
Dawson-Smith,4686.24
"Rivera, Miller and Davis",4686.21
"Wolfe, Moore and Phillips",4686.0
"Bridges, Mejia and Hodge",4685.87
"Moyer, Allen and Bowers",4685.75
"Flores, Williams and King",4685.56
"Dunn, Small and Porter",4685.3
"Hernandez, Knight and Chambers",4685.25
"Gibbs, Hamilton and Ferguson",4685.1
"Lewis, Simmons and Doyle",4685.1
Bray Ltd,4685.05
Patel-Rosales,4685.01
Price-Lopez,4685.01
Hopkins-Edwards,4684.99
Harrell Ltd,4684.84
"Fuentes, Roberson and Green",4684.82
"Shaffer, Berry and Reyes",4684.49
Steele-Peterson,4684.41
"Stein, Owens and Rodriguez",4684.36
"Cook, Waters and Davenport",4684.28
Rollins Group,4684.14
"Duke, Lutz and Mclaughlin",4684.0
"Chavez, Mills and Moore",4684.0
Thomas-Wilson,4683.966666666666
Wiley-Cohen,4683.93
Wood-Gill,4683.79
"Simpson, Miller and Small",4683.76
Ward-Barron,4683.65
"Harrison, Smith and Owens",4683.64
"Harris, Davis and Welch",4683.54
Lloyd-Bailey,4683.46
Turner-Hill,4683.38
"Wright, Hall and Sandoval",4683.35
"Arellano, Valdez and Ramirez",4683.28
Hubbard-Brown,4683.2
Mora-Mora,4683.14
Jacobson-Bridges,4683.03
"Lopez, Vasquez and Fisher",4682.94
"Wiggins, Simmons and Lucas",4682.93
"Gonzalez, Flynn and Douglas",4682.73
"Williams, Marquez and Beard",4682.72
"Wells, Stewart and Stevenson",4682.56
"Durham, Schmidt and Martinez",4682.48
Arias-Morrison,4682.34
"Fritz, Reynolds and Oconnor",4682.27
Robbins-Sanchez,4682.17
"Shea, Curtis and Clark",4682.13
"Adams, Hoffman and Nelson",4681.81
"Pierce, Paul and Perez",4681.7
Castillo-Waller,4681.7
"Goodwin, Harrington and Kim",4681.67
Patterson-Fox,4681.51
"Johnson, Diaz and Mendoza",4681.44
Martin-Gomez,4681.424999999999
"Charles, Ellis and Collier",4681.3
Turner-Rios,4681.08
Hartman-Moore,4680.99
Vasquez-Perkins,4680.87
Murphy-Haney,4680.74
"Schultz, Hawkins and Miller",4680.59
Landry-Johnson,4680.575
"Burton, Johnson and Rush",4680.43
"Davis, Huff and Greene",4680.41
"Stevens, Clayton and Novak",4680.36
"Russell, Hunter and Wang",4680.32
"Yang, Evans and Morgan",4680.28
Martinez-Harrison,4680.16
Tucker-Sanchez,4680.14
"Hart, Tran and Rogers",4680.05
"Mcmillan, Nguyen and Thomas",4679.99
Harrison-Shannon,4679.99
Miller-Cook,4679.98
"Allen, Johnson and Winters",4679.94
Brown-Proctor,4679.85
"Kennedy, Franco and Hopkins",4679.56
Parks-Patterson,4679.46
Johnston-Ramos,4679.42
"Clark, Smith and Shields",4679.31
Garcia-Graves,4679.23
"James, Compton and Welch",4679.21
"Silva, Brock and Pratt",4679.21
"Dalton, Young and Adkins",4679.03
"Burns, Watts and Atkins",4678.89
"Ball, Adkins and Rodriguez",4678.79
Edwards-Obrien,4678.77
Lowery-Sanders,4678.73
Wu-Andrews,4678.33
Cummings-Evans,4678.32
"Zamora, Wright and Thomas",4678.27
"Bowers, Anderson and Townsend",4678.24
"Barker, Kennedy and Reynolds",4678.06
"Hoffman, Galvan and Anderson",4677.97
"Castro, Mitchell and Harvey",4677.95
Smith-Ryan,4677.88
Keith-Castillo,4677.73
Kelley-Adams,4677.68
"Edwards, Edwards and Jordan",4677.53
"Campbell, Burnett and Shepherd",4677.49
"Rivera, Trevino and Stark",4677.45
Henderson-Baker,4677.41
"Mooney, Boone and Wong",4677.37
Meyer-Fitzgerald,4677.36
Park-Smith,4677.32
Harris-Taylor,4677.23
Peck-Robinson,4677.14
Diaz-Burke,4677.12
Payne-Perkins,4677.03
Gregory-Rogers,4677.02
"Garcia, Robinson and Dominguez",4676.94
"Jordan, Webb and Simpson",4676.92
Wiley-Cobb,4676.68
"Johnson, Rice and Estes",4676.61
"Santana, Sanchez and Williams",4676.41
"Edwards, Garcia and Wallace",4676.4
"Snyder, Gay and Castro",4676.4
Gibbs-Kim,4676.35
"Smith, Everett and West",4676.31
"Hess, Phillips and Jenkins",4676.26
"Hudson, Hall and Kelly",4676.21
Mcknight-Morgan,4676.13
Brown-Caldwell,4676.0
Harper-Acosta,4675.74
Anderson-Potter,4675.73
"Flores, Edwards and Grimes",4675.63
Adkins-Walls,4675.39
"Griffin, Lee and Bond",4675.36
"Henderson, Ellis and Phillips",4675.34
Valencia-Leon,4675.24
"Duncan, Davis and Roberts",4675.13
"Evans, Kemp and Sullivan",4675.04
Herrera-Smith,4674.97
"Martinez, Morris and Becker",4674.93
"Jones, Mitchell and Guzman",4674.91
"Perez, Mckee and Davis",4674.76
"Martinez, Wilkerson and Cox",4674.74
Davis-Sweeney,4674.69
"Hayes, Santos and Carrillo",4674.61
"Smith, Johnson and Ward",4674.6
Rios-Duncan,4674.44
"Liu, Morris and Stephenson",4674.28
"Jackson, Velazquez and Camacho",4674.21
"Chung, Simmons and Lopez",4674.11
"Torres, Gilbert and Smith",4674.06
"Raymond, White and Allen",4674.06
"Waters, Stewart and Clarke",4673.95
Weaver-Ochoa,4673.84
"Callahan, Ramirez and Sharp",4673.81
"Haney, Patterson and Moore",4673.69
"Rodgers, Vega and Martin",4673.55
Farley-Lee,4673.41
Moore-Perez,4673.38
Castaneda-Aguilar,4673.34
Shepard-Calhoun,4673.13
Merritt-Lowe,4673.05
"Ramirez, Guerra and Guerrero",4673.03
"Gutierrez, Collins and Chapman",4673.02
Morgan-Campbell,4672.94
"Mason, Mccann and Norton",4672.88
"Nguyen, Powers and Rush",4672.83
"Lee, Castillo and Horn",4672.74
Mcmillan-Parks,4672.7
Moore-Harrington,4672.63
Moore-Roberts,4672.48
"Gallegos, Armstrong and Garza",4672.44
Rowland-Hill,4672.37
Klein-Marshall,4672.29
Delgado-Jones,4672.26
Marshall-Adams,4672.26
Lloyd-Wilson,4672.1900000000005
Nguyen-Mcdonald,4672.11
Harris-Hardin,4672.01
"Jenkins, Russell and Lewis",4671.91
Robinson-Mcgee,4671.89
Smith-Peters,4671.66
"Harvey, Williams and Bennett",4671.55
Hodge-Roberts,4671.52
Robinson-Owens,4671.41
Murillo-Wilson,4671.26
"Hensley, Wilcox and Graves",4671.24
Vincent Ltd,4671.23
"Franco, Hernandez and Humphrey",4671.17
Joseph-Hill,4671.04
Grimes-Alexander,4671.03
Walter-Mason,4670.97
"Gonzalez, Curtis and Francis",4670.85
"Brown, Barrett and Wright",4670.83
Smith-Gilmore,4670.715
Love-Fry,4670.25
Torres-Conner,4670.24
Caldwell-Nunez,4670.23
"Cox, Willis and Oliver",4670.01
"Phillips, Wheeler and Lara",4669.92
"Nichols, Osborne and Bailey",4669.82
Lowe-Dunn,4669.72
Shepherd-Lyons,4669.68
Smith-Strong,4669.67
"Guerra, Wright and Friedman",4669.58
"Robinson, Johnson and Krueger",4669.57
"Cunningham, Simmons and Green",4669.52
"Matthews, Thomas and Brown",4669.46
"Griffin, Roberts and Gibbs",4669.26
Rivas Group,4669.25
Curtis-Woods,4669.15
"Carrillo, Mathews and Frye",4669.09
"Warner, Collins and Johnson",4669.05
Malone-Velazquez,4668.97
"Lee, Lopez and Glass",4668.87
"Carson, Barnes and Mitchell",4668.54
"Lewis, Townsend and Sexton",4668.46
"King, Johns and Smith",4668.46
Walker-White,4668.38
"Ellis, Mclean and Lewis",4668.33
"Flores, Irwin and Mitchell",4668.3
"Bell, Martinez and Smith",4668.08
"Dunn, Galvan and Tucker",4668.03
Larsen-Duffy,4668.01
"Willis, Harrison and Mcgee",4667.96
Hogan-Everett,4667.82
Santiago-Murray,4667.78
Phillips-Roberson,4667.68
Kennedy-Koch,4667.62
Martinez-Fields,4667.51
Macdonald-Massey,4667.24
"Richardson, Goodwin and Wilson",4667.22
"Wilcox, Lowe and Patton",4667.15
Hays-Dean,4667.12
"Peters, Johnson and Jimenez",4667.1
"Hall, Brown and Moore",4667.08
"Rojas, Roberts and Mack",4667.02
"Garner, Jones and Potter",4666.98
Greer-Mendez,4666.95
"Guerrero, Wood and Williams",4666.94
"Campbell, Hebert and Becker",4666.89
"Huffman, Cooper and Roman",4666.76
"Sanders, Cameron and Henry",4666.52
"Wright, Reeves and Randolph",4666.38
"Smith, Robinson and Cardenas",4666.38
"Sosa, Casey and Reyes",4666.33
Patton-Jensen,4666.26
"Kelley, Cook and Jones",4666.25
"Hayden, Jenkins and Donovan",4666.18
Murray-Hernandez,4666.17
Ferguson-Robinson,4666.05
Church-Wyatt,4665.83
"Brown, Lewis and Rogers",4665.69
Wright-Hardy,4665.61
"Briggs, Adkins and Rivera",4665.51
Peterson-Warren,4665.48
Perez-Medina,4665.42
"Wiley, Reyes and Sutton",4665.41
Bailey-Pittman,4665.39
Jackson-Nichols,4665.3
"Hutchinson, Gross and Dunn",4665.11
Casey-Hayden,4664.78
"Graham, Michael and Arroyo",4664.68
"Mcclure, Becker and Moody",4664.61
"Thomas, Mclean and Marsh",4664.5
"Stone, Dominguez and Odom",4664.49
"House, Hernandez and Ayala",4664.44
"Warren, Tyler and Ferguson",4664.32
"Rogers, Vazquez and Hood",4664.3
Harrington-Mckay,4664.3
"Page, Raymond and Hensley",4664.28
Stephens-Bates,4664.19
"Moore, Lewis and Alvarez",4664.18
"Vega, Torres and King",4664.1
Holder-Hancock,4664.08
Briggs-Moore,4664.01
Juarez-Rodriguez,4663.97
"Cole, Barber and Malone",4663.85
Vargas-Shepherd,4663.84
Short-Silva,4663.77
Robinson-Nguyen,4663.77
"Jensen, Gentry and French",4663.45
"Johnson, Smith and Newman",4663.3
"Stout, Scott and Hancock",4663.22
"Cooley, Hernandez and Gardner",4663.18
"Jones, Wolfe and Cox",4663.11
"Barton, Boyle and Wilson",4663.09
"Stephens, Dalton and Fernandez",4663.02
"Joseph, Moreno and Anthony",4662.93
"Sherman, Parker and Cruz",4662.67
Fletcher-Williams,4662.66
Clark-Valentine,4662.61
"Martin, Bray and Gentry",4662.33
Alexander-Wilson,4662.33
"Mckee, Anderson and Lopez",4662.3
Norton-Peterson,4662.26
"Sanford, Davis and Cummings",4662.16
"Nelson, Valdez and Nguyen",4662.13
Hughes-Williams,4662.13
Wyatt-Bennett,4662.1
"Ponce, Hines and Kelly",4662.07
"Morgan, Williams and Proctor",4661.92
Joseph-Lin,4661.88
"Thomas, Gibson and Ross",4661.57
"Miller, Holland and Mcdonald",4661.53
"Gutierrez, Peterson and Hopkins",4661.48
Nichols-Williams,4661.36
Rasmussen-Watson,4661.25
"Mcdowell, Travis and Johnson",4661.24
Harris-Bailey,4661.2
Ward-Hunter,4661.19
"Choi, Allison and Tate",4660.96
"Miller, Cox and Osborne",4660.91
"Smith, Beard and Harris",4660.82
Ellison-Silva,4660.59
Greene-Ramirez,4660.44
"Peterson, Taylor and Melendez",4660.43
Castro-Roman,4660.42
"Flores, Krueger and Cooper",4660.23
"Gonzalez, Gonzalez and Dennis",4660.23
Phillips-Richardson,4660.22
Bryant-Jackson,4660.21
"Andrade, Murphy and Butler",4660.17
Fernandez-Martin,4660.12
"Jones, Brown and Reeves",4659.99
"Miller, Franco and King",4659.82
Cobb-Tanner,4659.76
"Villa, Dyer and Robertson",4659.75
"Baker, Hickman and Smith",4659.72
"Vargas, Berg and Carter",4659.66
